NAME,TYPE,GROUP,LAT,LONG,THUMBNAIL,NOTES,NOTES_NEW,x,y
Kulukalukuang,Atoll Reef,"Indonesia, Makassar Strait",-5.201,117.8073,http://dpanther2.fiu.edu/worldAtolls/125. Kulukalukuang.jpg,Atoll? Entire southern half rim open; measurable platform ~1145 km2 with 5 islands islands constituting 324 km2 mostly sand/rubble with coral/algal lee sides. Ref: Allen Coral Atlas; lagoon Dmax 61m by Tomascik et al. 1997.,Atoll? Entire southern half rim open; measurable platform ~1145 km2 with 5 islands islands constituting 324 km2 mostly sand/rubble with coral/algal lee sides. Ref: Allen Coral Atlas; lagoon Dmax 61m by Tomascik et al. 1997.,13114248.647730425,-579769.4382309567
Dewakang Besar,Atoll Reef,"Indonesia, Gulf of Bone",-5.4902,118.4353,http://dpanther2.fiu.edu/worldAtolls/127. Dewakang Besar.jpg,"Platform 250 km2, submerged W, S & SE. Shoal areas ~ 73 km2. V area N rimmed by coral/algae at SW & NE; shoal areas: seagrass at cay; coral, rubble, sand. Lagoon >20m deep ~16 km2 with patch reefs. Refs: Allen Atlas 04/21; Dmax 22m by Tomascik et al. 199","Platform 250 km2, submerged W, S & SE. Shoal areas ~ 73 km2. V area N rimmed by coral/algae at SW & NE; shoal areas: seagrass at cay; coral, rubble, sand. Lagoon >20m deep ~16 km2 with patch reefs. Refs: Allen Atlas 04/21; Dmax 22m by Tomascik et al. 199",13184157.287948605,-612103.695700663
Sabalana,Atoll Reef,"Indonesia, Flores Sea",-6.8004,118.671,http://dpanther2.fiu.edu/worldAtolls/128. Sabalana.jpg,"Most (56%) of rim (N & W) is submerged. Some islands surrounded by seagrass, far more sand than Sapoeka/Paternoster. Atoll-like Pulau Sabalana is 128 km2; most of lagoon <10m with mixed biotic composition. Ref. Allen Coral Atlas 05/21.","Most (56%) of rim (N & W) is submerged. Some islands surrounded by seagrass, far more sand than Sapoeka/Paternoster. Atoll-like Pulau Sabalana is 128 km2; most of lagoon <10m with mixed biotic composition. Ref. Allen Coral Atlas 05/21.",13210395.291928574,-758800.7213756919
Sapoeka,Atoll Reef,"Indonesia, Flores Sea",-7.182,118.1702,http://dpanther2.fiu.edu/worldAtolls/129. Sapoeka.jpg,"Platform 1188 km2, , E, S & most of W submerged. Charts show reef is part of Sabalana to NE, but likely distinct. Lagoon ~765 km2; islands with seagrass on flats. Those at N rim & N lagoon coral rich. Dmax 79. Ref: Allen Coral Atlas 06/21; T3.","Platform 1188 km2, , E, S & most of W submerged. Charts show reef is part of Sabalana to NE, but likely distinct. Lagoon ~765 km2; islands with seagrass on flats. Those at N rim & N lagoon coral rich. Dmax 79. Ref: Allen Coral Atlas 06/21; T3.",13154646.4909393,-801598.5277159687
Paternoster,Atoll Reef,"Indonesia, Flores Sea",-7.444474,117.5322775,http://dpanther2.fiu.edu/worldAtolls/130. Paternoster.jpg,"aka Kepuluan Tengah. Platform 1408 km2. Parts of rim at S & NW submerged, open at W. Islands with seagrass on flats similar to Sapoeka. Islands rimmed by coral esp. at N. Lagoon ~655 km2, Dmax 68m. Refs: Allen Coral Atlas 06/21; T3.","aka Kepuluan Tengah. Platform 1408 km2. Parts of rim at S & NW submerged, open at W. Islands with seagrass on flats similar to Sapoeka. Islands rimmed by coral esp. at N. Lagoon ~655 km2, Dmax 68m. Refs: Allen Coral Atlas 06/21; T3.",13083633.283073733,-831056.66630889
Sadapur,Atoll Reef,"Indonesia, Flores Sea",-7.7991,117.1836,http://dpanther2.fiu.edu/worldAtolls/131. Sadapur.jpg,"38% of rim submerged (W & part of S). Adjacent to and SW of Paternoster. Islands mainly coral. The platform is ~113 km2; 209 km2 by Tomascik et al., Dmax 100m.","38% of rim submerged (W & part of S). Adjacent to and SW of Paternoster. Islands mainly coral. The platform is ~113 km2; 209 km2 by Tomascik et al., Dmax 100m.",13044818.68132266,-870885.3970889768
Sogori,Atoll Reef,"Indonesia, Flores Sea",-5.381,121.7644,http://dpanther2.fiu.edu/worldAtolls/133. Sogori.jpg,"Platform 45.8 km2, primarily sand, microalgal mats & rock. Lagoon >20m deep 15.1 km, Dmax 20m.  Refs: Allen Coral Atlas 05/21; Solihuddin 2017. Indonesian J. Geosci 4: 181-191; Tomascik et al. 1997.","Platform 45.8 km2, primarily sand, microalgal mats & rock. Lagoon >20m deep 15.1 km, Dmax 20m.  Refs: Allen Coral Atlas 05/21; Solihuddin 2017. Indonesian J. Geosci 4: 181-191; Tomascik et al. 1997.",13554751.004748484,-599892.6962246434
Taka Garlarang,Atoll,"Indonesia, Flores Sea",-6.491,121.2505,http://dpanther2.fiu.edu/worldAtolls/134. Taka Garlarang.jpg,"Platform 111 km2, open at part of west. Shoal areas mainly rock, sand & rubble; coral/algae best dev. at east/west passes and around lagoon perimeter. Lagoon >20m deep: 37.5 km2. Ref: Allen Coral Atlas 05/21. Dmax 25m by Tomascik et al. 1997.","Platform 111 km2, open at part of west. Shoal areas mainly rock, sand & rubble; coral/algae best dev. at east/west passes and around lagoon perimeter. Lagoon >20m deep: 37.5 km2. Ref: Allen Coral Atlas 05/21. Dmax 25m by Tomascik et al. 1997.",13497543.91842983,-724125.4368657502
Taka Bone Rate,Atoll Reef,"Indonesia, Flores Sea",-6.7955,121.1139,http://dpanther2.fiu.edu/worldAtolls/135. Take Bone Rate.jpg,"aka Kepulauan Macan; Atoll? Numerous uplifted, largely sandy table reefs compose rim (Allen Atlas), platform 2960 km2. Lagoon with massive patch reefs. Dmax 77m by Tomascik et al. 1997.","aka Kepulauan Macan; Atoll? Numerous uplifted, largely sandy table reefs compose rim (Allen Atlas), platform 2960 km2. Lagoon with massive patch reefs. Dmax 77m by Tomascik et al. 1997.",13482337.675987462,-758251.3939581898
Kakabia,Closed Atoll,"Indonesia, Flores Sea",-6.9078,122.2279,http://dpanther2.fiu.edu/worldAtolls/136. Kakabia.jpg,"Platform 3.6 km2 mostly rubble & rock with coral/algae at north and around lagoon, 89 ha >20m. Ref: Allen Coral Atlas 05/21.","Platform 3.6 km2 mostly rubble & rock with coral/algae at north and around lagoon, 89 ha >20m. Ref: Allen Coral Atlas 05/21.",13606347.588731173,-770842.4958503129
Taka Bassi,Atoll,"Indonesia, Flores Sea",-7.5144,121.1979,http://dpanther2.fiu.edu/worldAtolls/137. Taka Bassi.jpg,"aka Kar. Marianne. Double atoll. Platform 16.7 km2 all coral rimmed. Northern area 9.5 km2, coral rim with sand & microalgae in lagoon <10m. ~46 ha pond-like and deeper.  South (2nd atoll) lagoon submerged 2-5m, Dmax 50m. Allen Atlas, Tomascik et al. 199","aka Kar. Marianne. Double atoll. Platform 16.7 km2 all coral rimmed. Northern area 9.5 km2, coral rim with sand & microalgae in lagoon <10m. ~46 ha pond-like and deeper.  South (2nd atoll) lagoon submerged 2-5m, Dmax 50m. Allen Atlas, Tomascik et al. 199",13491688.513214104,-838907.5920056754
Pasir Layaran,Atoll Reef,"Indonesia, Flores Sea",-7.7644,122.2544,http://dpanther2.fiu.edu/worldAtolls/137. Pasir Layaran.jpg,"Double atoll. Platform 17.9 km2 , primarily rock, rubble, sand with little coral development. Two main lagoons >20m deep 7.7 km2; 4 others total 0.8 km2. Ref: Allen Coral Atlas 04/21, Tomascik et al. 1997.","Double atoll. Platform 17.9 km2 , primarily rock, rubble, sand with little coral development. Two main lagoons >20m deep 7.7 km2; 4 others total 0.8 km2. Ref: Allen Coral Atlas 04/21, Tomascik et al. 1997.",13609297.555237187,-866986.707739852
Gosong Boni,Atoll Reef,"Indonesia, Flores Sea",-8.3837,122.2319,http://dpanther2.fiu.edu/worldAtolls/139. Gosong Boni.jpg,"Platform 3.3 km2, open at E end. Shoal areas mostly rubble/sand. Lagoon >20m deep 2.1 km2. Refs: Allen Coral Atlas 05/21. Dmax 84 m by Tomascik et al. 1997.","Platform 3.3 km2, open at E end. Shoal areas mostly rubble/sand. Lagoon >20m deep 2.1 km2. Refs: Allen Coral Atlas 05/21. Dmax 84 m by Tomascik et al. 1997.",13606792.866694348,-936617.4410400154
Pasir Tengah,Atoll Reef,"Indonesia, Gulf of Tomini",-0.435,121.6453,http://dpanther2.fiu.edu/worldAtolls/140. Pasir Tengah.jpg,"Platform 7 km2, coral/algae at N & S; cays dev. on both sides, possibly by monsoon influence. Lagoon 5.7 km2, Dx̄ 36m, Dmax 56 m. Refs: Allen Coral Atlas 05/21; P10; T3.","Platform 7 km2, coral/algae at N & S; cays dev. on both sides, possibly by monsoon influence. Lagoon 5.7 km2, Dx̄ 36m, Dmax 56 m. Refs: Allen Coral Atlas 05/21; P10; T3.",13541492.853395006,-48424.44370472955
East Atoll,Atoll Reef,"Indonesia, Gulf of Tomini",-0.4178,121.6841,http://dpanther2.fiu.edu/worldAtolls/141. East Atoll.jpg,"Platform 1.0 km2 with shoal areas (possibly islands) north and SE, total of 11.3 ha, both with algal/coral areas. The remainder of the rim is submerged. Lagoon 78 ha, mostly >10m deep. Ref: Allen Coral Atlas 05/21.","Platform 1.0 km2 with shoal areas (possibly islands) north and SE, total of 11.3 ha, both with algal/coral areas. The remainder of the rim is submerged. Lagoon 78 ha, mostly >10m deep. Ref: Allen Coral Atlas 05/21.",13545812.049637787,-46509.69543234241
Karang Lalanga,Atoll Reef,"Indonesia, Gulf of Tomini",-1.0429,120.6869,http://dpanther2.fiu.edu/worldAtolls/142. Karang Lalanga.jpg,"Platform ~13.7 km2, rimmed with coral S & W, but submerged at E & part of N. Lagoon with several pond-like features enclosed by reticulated bands of rock & sand at W; remainder of lagoon >20m deep. Ref: Allen Coral Atlas 05/21.","Platform ~13.7 km2, rimmed with coral S & W, but submerged at E & part of N. Lagoon with several pond-like features enclosed by reticulated bands of rock & sand at W; remainder of lagoon >20m deep. Ref: Allen Coral Atlas 05/21.",13434804.25341873,-116101.50813866481
no name 2,Atoll Reef,"Indonesia, Gulf of Tolo",-1.9882,123.1979,http://dpanther2.fiu.edu/worldAtolls/143. No Name 2.jpg,"Platform 45.8 km2, incl. rim submerged N & NE submerged peninsula. Channel at west. Flats coral-rich, seagrass at NW. Lagoon ~ 24 km2. Numerous patch reefs at N; deeper at S, Dmax 20m Refs: Allen Coral Atlas 06/21; P10.","Platform 45.8 km2, incl. rim submerged N & NE submerged peninsula. Channel at west. Flats coral-rich, seagrass at NW. Lagoon ~ 24 km2. Numerous patch reefs at N; deeper at S, Dmax 20m Refs: Allen Coral Atlas 06/21; P10.",13714327.49480065,-221369.84255216992
Pulau Panteh,Atoll Reef,"Indonesia, Gulf of Tolo",-2.0058,123.418,http://dpanther2.fiu.edu/worldAtolls/144. Pulau Panteh.jpg,"Platform area ~35 km2 incl. submerged triangular area at N. Lagoon ~16 km2 with regions of coral, seagrass, and sand/µalgae. Dmax 21m. Ref: Allen Coral Atlas coverage incomplete at S, 06/2; T3.","Platform area ~35 km2 incl. submerged triangular area at N. Lagoon ~16 km2 with regions of coral, seagrass, and sand/µalgae. Dmax 21m. Ref: Allen Coral Atlas coverage incomplete at S, 06/2; T3.",13738828.914724238,-223330.25624926787
Pulau Maringki,Atoll Reef,"Indonesia, Gulf of Tolo",-2.129,123.2346965,http://dpanther2.fiu.edu/worldAtolls/145. Pulau Maringki.jpg,"Platform largely submerged, 465 km2. Southern end is emergent except north rim. Platform 69 km2. Lagoon with well-developed coral/algae back reef & lagoon patches at E, SE & SW. Ref: Allen Coral Atlas 05/21; Lagoon Dmax 59m by Tomascik et al. 1997.","Platform largely submerged, 465 km2. Southern end is emergent except north rim. Platform 69 km2. Lagoon with well-developed coral/algae back reef & lagoon patches at E, SE & SW. Ref: Allen Coral Atlas 05/21; Lagoon Dmax 59m by Tomascik et al. 1997.",13718423.66244362,-237053.75304248842
no name 3,Atoll Reef,"Indonesia, Gulf of Tolo",-2.129,123.441,http://dpanther2.fiu.edu/worldAtolls/146. No Name 3.jpg,"Platform 73.2 km2, two passes at W. Coral/algal rim N/NE and reef flat at SE/SW; seagrass at N. Lagoon 45 km2 with well-developed patch reefs esp. at N, E, & SW lagoon. Ref: Allen Coral Atlas 06/21.","Platform 73.2 km2, two passes at W. Coral/algal rim N/NE and reef flat at SE/SW; seagrass at N. Lagoon 45 km2 with well-developed patch reefs esp. at N, E, & SW lagoon. Ref: Allen Coral Atlas 06/21.",13741389.263012487,-237053.75304248842
Pangadjarang,Atoll Reef,"Indonesia, southern Gulf of Tolo",-3.368901,122.7617752,http://dpanther2.fiu.edu/worldAtolls/147. Pangadjarang.jpg,"Platform 13.7 km2 sparse coral/algae at rim except at channel NE. Flats: coral/algae at SE, sand & microalgae at NW.  Lagoon 5.0 km2, Dmax 30m. Ref. Allen Coral Atlas 06/21; T3 for depth.","Platform 13.7 km2 sparse coral/algae at rim except at channel NE. Flats: coral/algae at SE, sand & microalgae at NW.  Lagoon 5.0 km2, Dmax 30m. Ref. Allen Coral Atlas 06/21; T3 for depth.",13665778.304142332,-375240.6231870339
no name 4,Atoll Reef,"Indonesia, south Gulf of Tolo",-3.3695,122.8575,http://dpanther2.fiu.edu/worldAtolls/148. No Name atoll 4 and Belantang.jpg,"No name 4 platform 7.7 km2, lagoon flats with coral/algae at NE, rock & rubble elsewhere; lagoon >20m 1.2 km2. Belantang platform 10.9 km2; lagoon flats with coral/algae & rubble, NE & SE. Lagoon >20m 1.4 km2. Ref: Allen Coral Atlas 05/21.","No name 4 platform 7.7 km2, lagoon flats with coral/algae at NE, rock & rubble elsewhere; lagoon >20m 1.2 km2. Belantang platform 10.9 km2; lagoon flats with coral/algae & rubble, NE & SE. Lagoon >20m 1.4 km2. Ref: Allen Coral Atlas 05/21.",13676434.340134617,-375307.419014334
Bobubu,Atoll Reef,"Indonesia, south Gulf of Tolo",-3.4775,122.9572,http://dpanther2.fiu.edu/worldAtolls/149. Bobubu.jpg,"Platform ~64 km2, much of N, W, & S rim submerged. Coral sparse on reef flats. Lagoon ~32 km2, Platform ~60 km2, much of N, W, & S rim submerged. Sparse coral on reef flats. Lagoon ~31km2, Dmax 38 m. Allen Coral Atlas 06/21; T3.","Platform ~64 km2, much of N, W, & S rim submerged. Coral sparse on reef flats. Lagoon ~32 km2, Platform ~60 km2, much of N, W, & S rim submerged. Sparse coral on reef flats. Lagoon ~31km2, Dmax 38 m. Allen Coral Atlas 06/21; T3.",13687532.893366704,-387351.4193029522
Saponda Utara,Atoll,"Indonesia, south Gulf of Tolo",-3.8836,122.8128,http://dpanther2.fiu.edu/worldAtolls/150. Saponda Utara.jpg,"Platform ~13 km2 largely submerged except 1.7 km2 island at NE rim with coral/algae at margins, and 4 patch reef areas at S rim. Lagoon Dmax 37m, without visible features.  Ref: Allen Coral Atlas 06/21; T3.","Platform ~13 km2 largely submerged except 1.7 km2 island at NE rim with coral/algae at margins, and 4 patch reef areas at S rim. Lagoon Dmax 37m, without visible features.  Ref: Allen Coral Atlas 06/21; T3.",13671458.358896153,-432651.79342568247
Kepulauan Lucipara,Closed Atoll,"Indonesia, Banda Sea",-5.4941,127.5412,http://dpanther2.fiu.edu/worldAtolls/151. Kepulauan Lucipara.jpg,"Three islands, 4.6% of rim; Platform 21.9 km2 with island 4.5% of rim. Coral rim weak, but flats with coral at NW & W. Two elongated Lagoons 2.8 km2, partly separated by sand < 10m deep, µalgae at south.  Ref: Allen Coral Atlas 06/21.","Three islands, 4.6% of rim; Platform 21.9 km2 with island 4.5% of rim. Coral rim weak, but flats with coral at NW & W. Two elongated Lagoons 2.8 km2, partly separated by sand < 10m deep, µalgae at south.  Ref: Allen Coral Atlas 06/21.",14197821.439163076,-612539.8439314987
Karang Kapotta,Atoll Reef,"Indonesia, SE Sulawesi, Wakatobi Islands",-5.5216,123.4383,http://dpanther2.fiu.edu/worldAtolls/152. Karang Kapotta.jpg,"Platform tilted, 102.9 km2; north rim sandy with pass at NW; outer flats elsewhere dominated by seagrass. Lagoon 50.5 km2, Dmax 45m with patch reefs at E/SE edge. South lagoon with patch reefs & pinnacles. Refs: Allen Coral Reef Atlas 06/21; T3.","Platform tilted, 102.9 km2; north rim sandy with pass at NW; outer flats elsewhere dominated by seagrass. Lagoon 50.5 km2, Dmax 45m with patch reefs at E/SE edge. South lagoon with patch reefs & pinnacles. Refs: Allen Coral Reef Atlas 06/21; T3.",13741088.700387344,-615615.3292977847
Karang Skaro,Closed Atoll,"Indonesia, Banda Sea",-5.58,127.47,http://dpanther2.fiu.edu/worldAtolls/153. Karang Skaro.jpg,"Platform 8.5 km2 rimmed by coral/algae NW-SE. Lagoon 1.87 km2 with sand ridge at western 1/3;  elongated coral/algal patches in larger portion, Dmax <5m, but ~60 ha at center may be deeper than 10m. Ref: Allen Coral Atlas 06/21; T3.","Platform 8.5 km2 rimmed by coral/algae NW-SE. Lagoon 1.87 km2 with sand ridge at western 1/3;  elongated coral/algal patches in larger portion, Dmax <5m, but ~60 ha at center may be deeper than 10m. Ref: Allen Coral Atlas 06/21; T3.",14189895.491418585,-622147.016051589
Karang Koro Maha,Atoll Reef,"Indonesia,SE Sulawesi, Wakatobi Islands (Tukang Besi)",-5.7415,124.1854,http://dpanther2.fiu.edu/worldAtolls/154. K. Koka and K. Koro Maha.jpg,"Platform 34.9 km2, two passes with coral/algae and on S & W flats. Lagoon 22.4 km2, with patch reefs in south along with scattered rock/coral ridges. Dmax 23m. Refs: Allen Coral Atlas 06/21; T3","Platform 34.9 km2, two passes with coral/algae and on S & W flats. Lagoon 22.4 km2, with patch reefs in south along with scattered rock/coral ridges. Dmax 23m. Refs: Allen Coral Atlas 06/21; T3",13824255.491959002,-640213.2220011825
Karang Koka,Atoll Reef,"Indonesia, SE Sulawesi, Wakatobi Islands (Tukang Besi)",-6.0695,124.3541,http://dpanther2.fiu.edu/worldAtolls/154. K. Koka and K. Koro Maha.jpg,"Platform 62.4 km2 with 2 shallow passes at E & SE, partly closed by coral/algal growth. Lagoon 44.6 km2 likely > 20m deep; incl. shallower 4 km2 area at NW. Coral/algae limited to border between the two areas. Ref. Allen Coral Atlas 07/21.","Platform 62.4 km2 with 2 shallow passes at E & SE, partly closed by coral/algal growth. Lagoon 44.6 km2 likely > 20m deep; incl. shallower 4 km2 area at NW. Coral/algae limited to border between the two areas. Ref. Allen Coral Atlas 07/21.",13843035.090055823,-676920.8754363885
Lintea,Atoll,"Indonesia, SE Sulawesi, Wakatobi Islands (Tukang Besi)",-5.831,123.8638,http://dpanther2.fiu.edu/worldAtolls/156. Lintea.jpg,"Platform tilted, 159 km2; channel at W; east island 64m high. SE flats dominated by seagrass (cf. nearby atolls). Lagoon~36 km2; coral/algae at perimeter & south lagoon. Dmax 25m. Refs: Allen Reef Atlas 06/21; T3.","Platform tilted, 159 km2; channel at W; east island 64m high. SE flats dominated by seagrass (cf. nearby atolls). Lagoon~36 km2; coral/algae at perimeter & south lagoon. Dmax 25m. Refs: Allen Reef Atlas 06/21; T3.",13788455.14371989,-650227.3400739598
no name 5,Closed Atoll,"Indonesia, SE Sulawesi, Wakatobi Islands (Tukang Besi)",-5.82,123.639,http://dpanther2.fiu.edu/worldAtolls/157. No Name 6.jpg,"Platform 7.3 km2, reef flat dominated by seagrass. Lagoon 1.0 km2, Dmax <10m, mostly coral/algae. Ref. Allen Coral Atlas 06/21.","Platform 7.3 km2, reef flat dominated by seagrass. Lagoon 1.0 km2, Dmax <10m, mostly coral/algae. Ref. Allen Coral Atlas 06/21.",13763430.522189552,-648996.4690049674
Karang Kaledupa,Atoll Reef,"Indonesia, SE Sulawesi, Wakatobi Islands (Tukang Besi)",-5.7481,123.6959,http://dpanther2.fiu.edu/worldAtolls/158. Karang Kaledupa.jpg,Shark-shaped platform 627 km2 tilted by bock faulting. Passes SW-SE. Reef flats dominated by seagrass (cf. K. Kappota). Lagoon ~222 km2 incl. pond-like area at NW; Dx̄  N= 13m; S= Dx̄  21m; Dmax 37m.  Allen Reef Atlas 06/21; T3.,Shark-shaped platform 627 km2 tilted by bock faulting. Passes SW-SE. Reef flats dominated by seagrass (cf. K. Kappota). Lagoon ~222 km2 incl. pond-like area at NW; Dx̄  N= 13m; S= Dx̄  21m; Dmax 37m.  Allen Reef Atlas 06/21; T3.,13769764.601215696,-640951.6392625669
Meatimiarang,Atoll,"Indonesia, Banda Sea",-8.2708,128.4589,http://dpanther2.fiu.edu/worldAtolls/160. Meatimiarang.jpg,"Platform 230 km2, weak coral rim SE & NW. Shallow lagoon with coral/algae and small seagrass areas NW & E grading into central sand, microalgal mats toward North. Lagoon >10-20m ~25 km2, Dmax 21m Refs. Allen Coral Atlas 04/21; Tomascik et al. 1997.","Platform 230 km2, weak coral rim SE & NW. Shallow lagoon with coral/algae and small seagrass areas NW & E grading into central sand, microalgal mats toward North. Lagoon >10-20m ~25 km2, Dmax 21m Refs. Allen Coral Atlas 04/21; Tomascik et al. 1997.",14299979.335864058,-923915.5526670252
Pulau Ju,Atoll,"Indonesia, Halmahera Sea",-0.04,129.6203,http://dpanther2.fiu.edu/worldAtolls/161. Pulau Ju.jpg,Platform 39.3 km2 with thin coral rim NE/SE; shallow remnant lagoon ~6.2 km2 open at south; primarily sand with microalgal mats and rubble. Ref: Allen Coral Atlas 05/21.,Platform 39.3 km2 with thin coral rim NE/SE; shallow remnant lagoon ~6.2 km2 open at south; primarily sand with microalgal mats and rubble. Ref: Allen Coral Atlas 05/21.,14429265.792471362,-4452.779993432604
Kepuluan Widi east,Atoll,"Indonesia, Halmahera Sea",-0.6389,128.5571,http://dpanther2.fiu.edu/worldAtolls/162. Kepeluan Widi West.jpg,"Platform 48.7 km2 with shallow, but 200m-wide pass at SE. Thin coral rim. Main lagoon 18.1 km2 may be 10-20m or more with large shoal & slope reef areas. Adjacent shallow lagoon 2.4 km2, sandy with µalgal mats. Allen Coral Atlas 06/21.","Platform 48.7 km2 with shallow, but 200m-wide pass at SE. Thin coral rim. Main lagoon 18.1 km2 may be 10-20m or more with large shoal & slope reef areas. Adjacent shallow lagoon 2.4 km2, sandy with µalgal mats. Allen Coral Atlas 06/21.",14310910.90985996,-71123.49663176735
Kepuluan Widi west,Closed Atoll,"Indonesia, Halmahera Sea",-0.5665,128.3667,http://dpanther2.fiu.edu/worldAtolls/163. Kepuluan Widi East.jpg,"Platform 44.2 km2 with narrow pass at SW. Rim with weak coral dev. at N/NE; possibly closed shallow lagoon <10m deep ~9.5 km2, primarily sand with rock & rubble. Small areas of seagrass & coral. Ref: Allen Coral Atlas 05/21.","Platform 44.2 km2 with narrow pass at SW. Rim with weak coral dev. at N/NE; possibly closed shallow lagoon <10m deep ~9.5 km2, primarily sand with rock & rubble. Small areas of seagrass & coral. Ref: Allen Coral Atlas 05/21.",14289715.678812914,-63063.51904200824
Pasir Raja,Atoll Reef,"Indonesia, Halmahera Sea",0.5907,127.4723,http://dpanther2.fiu.edu/worldAtolls/164. Pasir Raja.jpg,"Two small atoll reefs less than 1 km apart. Southern atoll 30.8 ha platform, 46.5% coral/algae; 6.8 ha lagoon >20m deep. Northern platform 26.5 ha, 89% coral/algae; lagoon 6.2 ha > 20m deep. Ref: Allen Coral Reef Atlas 05/21.","Two small atoll reefs less than 1 km apart. Southern atoll 30.8 ha platform, 46.5% coral/algae; 6.8 ha lagoon >20m deep. Northern platform 26.5 ha, 89% coral/algae; lagoon 6.2 ha > 20m deep. Ref: Allen Coral Reef Atlas 05/21.",14190151.526247408,65757.58810757626
Mapia,Atoll,"Western New Guinea, NW of Cenderawasih Bay",0.8796,134.3049,http://dpanther2.fiu.edu/worldAtolls/165. Mapia.jpg,"Platform 61.85 km2, thin coral algal rim at N & NE. Lagoon with ~65m wide pass at W, narrowed by coral growth. Open? Lagoon 23.6 km2 10m deep, incl. 10.5 km2 ≥20m deep with patch reefs & sand bars at 10-20m levels. Ref: Allen Coral Atlas 06/21.","Platform 61.85 km2, thin coral algal rim at N & NE. Lagoon with ~65m wide pass at W, narrowed by coral growth. Open? Lagoon 23.6 km2 10m deep, incl. 10.5 km2 ≥20m deep with patch reefs & sand bars at 10-20m levels. Ref: Allen Coral Atlas 06/21.",14950753.079041537,97920.4705150677
Rani,Atoll,"Western New Guinea, north of Cenderawasih Bay",-0.8786,135.4355,http://dpanther2.fiu.edu/worldAtolls/166. Rani.jpg,"Platform 67 km2; rim submerged at NW adds ~20 km2. Thinly rimmed with coral/algae. Lagoon irregular, 26.7 km2, mostly shallow, microalgal mats at W. Lagoon >10 m deep ~ 7.5 km at center with coral at eastern lagoon slope. Ref. Allen Coral Atlas 06/21.","Platform 67 km2; rim submerged at NW adds ~20 km2. Thinly rimmed with coral/algae. Lagoon irregular, 26.7 km2, mostly shallow, microalgal mats at W. Lagoon >10 m deep ~ 7.5 km at center with coral at eastern lagoon slope. Ref. Allen Coral Atlas 06/21.",15076610.895332407,-97809.1379199254
Mioswundi,Atoll,"Western New Guinea, north of Cenderawasih Bay",-1.27,136.4,http://dpanther2.fiu.edu/worldAtolls/167. Mioswundi.jpg,"Platform 116.6 km2, rim open at south; thinly rimmed with coral/algae (except eastern side). Lagoon 42.9 km2, shoal areas with seagrass. Lagoon is 80% >10m deep incl. slope with coral and pinnacles. Ref: Allen Coral Atlas 06/21.","Platform 116.6 km2, rim open at south; thinly rimmed with coral/algae (except eastern side). Lagoon 42.9 km2, shoal areas with seagrass. Lagoon is 80% >10m deep incl. slope with coral and pinnacles. Ref: Allen Coral Atlas 06/21.",15183978.544202525,-141387.3314583951
Analtin,Closed Atoll,No. of Papua New Guinea,-1.12705,144.4913,http://dpanther2.fiu.edu/worldAtolls/168. Laualau.jpg,"Platform 64.4 km2; thin ring of coral/algae on rim. Lagoon 31.7 km2, ~10-20m deep with pinnacles at southern end. Refs: Allen Coral Reef Atlas 05/21; NGA chart 82005.","Platform 64.4 km2; thin ring of coral/algae on rim. Lagoon 31.7 km2, ~10-20m deep with pinnacles at southern end. Refs: Allen Coral Reef Atlas 05/21; NGA chart 82005.",16084697.94005813,-125470.72391941561
Laualau,Closed Atoll,No. of Papua New Guinea,-1.1305,144.3914,http://dpanther2.fiu.edu/worldAtolls/169. Analtin.jpg,"Platform 13.1 km2 rimmed with coral/algae except eastern side; very small channel at west but atoll likely closed. Lagoon mostly > 10m deep, 6.6 km2 with apron 475m at NW. Ref: Allen Coral Atlas 06/21.","Platform 13.1 km2 rimmed with coral/algae except eastern side; very small channel at west but atoll likely closed. Lagoon mostly > 10m deep, 6.6 km2 with apron 475m at NW. Ref: Allen Coral Atlas 06/21.",16073577.122927891,-125854.85070453938
Ninigo,Atoll,No. of Papua New Guinea,-1.3121,144.2766,http://dpanther2.fiu.edu/worldAtolls/170. Ninigo-Hermit.jpg,"largest atoll of the Ninigo group Ninigo platform 443.8 km2, 17% of rim at west submerged; islands rimmed by coral/algae. Lagoon 366.4 km2, depth mostly >20m with numerous sand/coral pinnacles, esp. at north. Ref: Google Earth 06/21.","largest atoll of the Ninigo group Ninigo platform 443.8 km2, 17% of rim at west submerged; islands rimmed by coral/algae. Lagoon 366.4 km2, depth mostly >20m with numerous sand/coral pinnacles, esp. at north. Ref: Google Earth 06/21.",16060797.645384816,-146075.07215128152
Liot,Closed Atoll,No. of Papua New Guinea,-1.4103,144.5115,http://dpanther2.fiu.edu/worldAtolls/171. Liot.jpg,"Platform 5.8 km2, rimmed by coral/algae. Lagoon 1.19 km2, depth 9.1m reported in Sailing Directions 2017. Refs: Google Earth & Allen Atlas 06/21.","Platform 5.8 km2, rimmed by coral/algae. Lagoon 1.19 km2, depth 9.1m reported in Sailing Directions 2017. Refs: Google Earth & Allen Atlas 06/21.",16086946.593772162,-157009.73318537773
